title,story,num_episodes,show_start,series_type,genres,picture
IGANO KABAMARU,"كابامارو فتى يعشق الطعام ، كل مايشغل تفكيره هو الطعام و أكلته المفضلة هي الياكيسوبا ، عاش كل حياته في القرية ، لكن تتغير حياته بعد وفاة جده (سايزو) حيث جائت إليه سيدة عجوز (ران)تطلب منه أن يعيش معها في طوكيو بوصية من جده قبل وفاته … كيف سيعيش في المدينة ؟ … مواقف و حوادث طريفة و درامية تنتظركم في هذا الأنمي … الأسماء البديلة :Iga no Kabamaru, Ninja Boy الاسم باليابانية :伊賀野カバ丸 الاسم بالعربية :فتى النينجا أو كبامارو",24.0,1983.0,TV,"أكشن, مغامرات, كوميدي, رومانسي, مدرسي, شونين",https://animeslayer.space/wp-content/uploads/2020/09/62909.jpg
"Ijiranaide, Nagatoro-san | لا تعبثي معي ناغاتورو سان",القصة تتحدث عن طالب السنة الثانية ثانوي الذي يصبح موضع تنمر وسخرية وإغاظة من قبل فتاة السنة الأولى ناغاتورو.,12.0,2021.0,TV,"شريحة من الحياة, كوميدي, رومانسي",https://animeslayer.space/wp-content/uploads/2021/04/Ijiranaide-Nagatoro-san-727x1024-1.jpg
Ikebukuro West Gate Park,قصة انمي Ikebukuro West Gate Park تتحدث عن ماكوتو ذو 21 عامًا والذي يعيش في منطقة تسمى ايكيبوكورو نيشيغوشي تكثر فيها مشاكل اليافعين، يقوم ماكوتو بمساعدة أصدقاءه في إنجاز مهام الشغب ضد الجماعات الأخرى.,,2020.0,TV,"دراما, غموض, رومانسي",https://animeslayer.space/wp-content/uploads/2020/10/DFSG4F5J4H5SDF945FSD5G.png
IKKITOUSEN,قصة هذا الانمي مستندة من الرواية الشهيرة “اسطورة الممالك الثلاث” حيث جميع المدارس تتصارع من أجل السلطة واظهار قوتها وهذا الجزء يتمركز على ثلاث مدارس وهي: مدرسة نانيو بقيادة سونسكو هاكفو مدرسة كيوشو بقيادة سوسو موتوكو ومدرسة سيتو بقيادة ريوبي جينتوكو هؤلاء القادة الثلاثة يحملون أرواح أبطال القدماء و كل قائد منهم يملك تنين بداخله ذو قوة هائلة ومن هنا يبدأ هذا الجزء قصته حيث سنرى كيف لهؤلاء القادة الثلاثة أن يتحكموا بقوتهم الهائلة ومن سينتصر منهم في النهاية .,13.0,2003.0,TV,"إيتشي, قوى خارقة, فنون قتالية, مدرسي",https://animeslayer.space/wp-content/uploads/2020/10/ikkitousen-poster-3323.jpg
Ikkitousen: Western Wolves,القصة تدور حول هاكوفو سونساكو و هي فتاة في المرحلة الثانوية و تمتلك ماغاتاما يسمح لها باستدعاء المحارب الصيني سون سي من عصر الممالك الثلاثة وتقاتل به الطلاب الآخرين من المدارس الأخرى حيث يملك كل واحد منهم ماغاتاما خاص به ويستدعون أبطالًا من عصور مختلفة.,3.0,2019.0,ONA,"أكشن, إيتشي, فنون قتالية, مدرسي, سينين, قوى خارقة",https://animeslayer.space/wp-content/uploads/2020/09/Ikkitousen-Western-Wolves.png
IKOKU MEIRO NO CROISÉE THE ANIMATION,"تجري أحداث القصة في النصف الثاني من القرن 19 ، حيث بدأت الثقافة اليابانية تأخذ صداها في الغرب ، في أورويا بشكل عــام بطلة قصتنا هي فتاة يابانية تُدعى [يوني] ترافق مسافراً فرنسياً يُدعى [أوسكار] في رحلة عودته إلى فرنسا … لأنه مهتمة بفرنسا يعرض [أوسكار] المساعدة على إبن أخيه [كلاود] الذي يملك متجرًا للحدادة ، و [كلاود] يقبل الأمر بتردد متضمناً أن يعتني بـ [يوني]. رغم وجود الفوارق الثقافية والاجتماعية بينهما .. هل سيتبادلان بما يكنز أحدهما الآخر ؟ الأسماء البديلة :Ikoku Meiro no Croisee The Animation, La croisée dans un labyrinthe étranger Special الاسم باليابانية :異国迷路のクロワーゼ The Animation الاسم بالإنجليزية :Croisée in a Foreign Labyrinth The Animation",12.0,2011.0,TV,"تاريخي, شريحة من الحياة, سينين",https://animeslayer.space/wp-content/uploads/2021/01/29-1.jpg
"IMA, SOKO NI IRU BOKU","في قرية هادئة، يعيش (شو) حياة طبيعية لا همّ له فيها إلا هزيمة زميله في رياضة “الكندو” وفي إحدى الأيام، وخلال عودته من التدريب، يقابل (شو) فتاة غريبة أعلى مداخن القرية تدعى (لالارو). وأثناء هذا، تهجم عليهما فجأة آليات غريبة ثم يُسحب (شو) بالخطأ مع (لالارو) إلى عالم آخر في وقت ما بالمستقبل، عالم يحكمه ملك مجنون مستبد وظالم. وهناك، في ذلك العالم القاسي الذي لا يعرف معنى الرحمة، يدرك (شو) المعنى الحقيقي للحرب. ويرى بنفسه جميع أنواع الظلم والعدوان والقهر، من تعذيب وقتل وتجنيد إجباري للأطفال والهجوم على القرى وسلبها أهلها من رجال ونساء وأطفال وغير ذلك. وفي خضم كل هذا، يحاول (شو) أن يحافظ على مبادئه ويقاوم كل هذا، مقابلاً في رحلته العديد من الشخصيات التي سيكون لها أثرها. فما الذي يحدث في هذا العالم؟ وما الذي سيواجهه (شو) هناك؟ ومن سيقابل؟ ومن تلك الفتاة الغريبة (لالارو)؟ وهل لها دور فيما يحدث أو سيحدث؟ في قصة إنسانية.. تلمس الكثير مما يحدث على أرض الواقع داخل إطار خيالي.. تقع أحداث هذا المسلسل. فعلى ماذا ستنتهي الأمور؟ وهل يا ترى سيعود (ِشو) إلى قريته؟! الأسماء البديلة :Ima, Soko ni Iru Boku الاسم باليابانية :今、そこにいる僕 الاسم بالإنجليزية :Now and Then, Here and There الاسم بالعربية :الآن و لاحقا, هنا وهناك",13.0,1999.0,TV,"مغامرات, دراما, فنتازيا, حربي, خيال علمي",https://animeslayer.space/wp-content/uploads/2020/10/109008.jpg
"Inari, Konkon, Koi Iroha","فوشيمي إيناري فتاة خجولة في المدرسة المتوسطة ، وهي معجبة بزمليها تانباباشي ،ولكنها لا تستطيع البوح بمشاعرها .. و في يوم من الايام ولمساعدتها لـ ثعلب فقد قامت الآلهيوكانوميتامانوكامي باعطائها القدرة لتغيير هيأتها الأسماء البديلة :Inari, Konkon, ABCs of Love الاسم باليابانية :いなり、こんこん、恋いろは。 الاسم بالإنجليزية :Inari Kon Kon",10.0,2014.0,TV,"كوميدي, رومانسي, مدرسي, خارق للعادة, سينين",https://animeslayer.space/wp-content/uploads/2021/01/47-13.jpg
Inazuma Eleven,بطل القصة أندو مامارو حارس مرمى فذ وحفيد أحد أشهر حراس المرمى في اليابان والذي اشيع انه توفي . بالرغم من امتلاك اندو تلك الموهبة غير أن فريق المدرسة التي ينتمي إليها تفتقر إلى فريق يشحذ الهمه وينطلق نحو الأمام.. وفي تلك الفترة ينتقل جونجي الغامض إلى مدينة أندو باحثاً عن المهارات مشكلاً فريق من تلك المدينة. يبحث أندو عن مجموعة اللاعبين الذين يجيدون ويحبون كرة القدم واخيرا يكون فريق وهو فريق مدرسة رايمون الاعداديه لمعرفة التفاصيل أكثر تابعو الانمي الاسم باليابانية :イナズマイレブン الاسم بالعربية :أبطال الكرة,127.0,2008.0,TV,"رياضي, شونين, قوى خارقة",https://animeslayer.space/wp-content/uploads/2021/01/49-13.jpg
Inazuma Eleven Go,مرت 10 سنوات منذ فاز إنازوما اليابان في نهائي كأس العالم فأتى شخص جديد يدعى تنما ، تنما أتى لمدرسة رايمون بسبب تذكره يوم كان عدد من الخشب ستسقط عليه فتم انقاذه من قبل لاعب بكرة مرسوم عليها شعار رايمون هو غوانجي ثم فأتى الى مدرسة رايمون ليلعبَ كُرة القدم بها لمتابعة الموسم الأول إضغط هنا الاسم باليابانية :イナズマイレブン Go الاسم بالعربية :أبطال الكرة الموسم الثاني,47.0,2011.0,TV,"شونين, رياضي, قوى خارقة",https://animeslayer.space/wp-content/uploads/2021/01/37-14.jpg
Inazuma Eleven Go: Chrono Stone,يعود تينما إلى مدرسته ويتفاجئ باختفاء كرة القدم ثم يأتي شخص ويأخذه للماضي ويتعرف على “اشخاص ” يلعبون كرة القدم معه ضدبيتا ماذا سيحدث ؟ الاسم باليابانية :イナズマイレブンGO クロノ・ストーン الاسم بالعربية :أبطال الكرة الموسم الثالث,51.0,2012.0,TV,"شونين, قوى خارقة, رياضي",https://animeslayer.space/wp-content/uploads/2021/01/36-14.jpg
Inazuma Eleven Go: Galaxy,بعد الانتهاء من القتال ضد أطفال المرحلة الثانية تدخل القصة منعرجا جديدا حيث يتم اختيار لاعبين جددا لتمثيل اليابان في كأس العالم لكن المفاجأة تكمن أن الممثلين لم يلعبوا كرة القدم قط !! ما عدا تينغا وتسوروغي وشيندو فكيف سيتدبرون وضعهم ؟! والسؤال الغامض لماذا اقيمت هذه النهائيات وما هو الهدف من ورائها ؟!! الاسم باليابانية :イナズマイレブンＧＯ ギャラクシー الاسم بالعربية :أبطال الكرة الموسم الرابع,43.0,2013.0,TV,"شونين, رياضي, جوسي, قوى خارقة",https://animeslayer.space/wp-content/uploads/2021/01/35-15.jpg
Infinite Dendrogram,قصة أنمي Infinite Dendrogram تدور أحداثها في عام 2043 حين تم إطلاق لعبة Infinite Dendrogram والتي تعتبر أول لعبة MMO ذات واقع افتراضي بالكامل (VRMMO) في العالم. بالإضافة إلى العديد من المميزات منها قدرتها على محاكاة الحواس الخمس فقد وعدت الشركة المطورة للعبة بتقديم عالم مليئ بالإمكانيات اللامنتهية للاعبين. وبعد مرور عاميًا تمكن الطالب الجامعي المستجد ريجي موكودوري والذي يعيش وحده في طوكيو من شراء اللعبة والبدء في لعبها بمساعدة أخيه الأكبر والذي يعتبر من ذوي الخبرة في اللعبة. فيبدأ ريجي خوض مغامرته في اللعبة. فما الذي سيكتشفه وما الذي سيواجهه في عالم اللعبة المعروف بواقعيته المذهلة وإمكانياته اللامحدودة؟.,13.0,2020.0,TV,"العاب, فنتازيا",https://animeslayer.space/wp-content/uploads/2020/09/Infinite-Dendrogram.png
INITIAL D FIFTH STAGE,{تاكومي}ابن مالك محل التوف {بونتا} لا يحب السيارات وكل ما هو متعلق بها، يقوم بإيصال طلبات التوف إلى فنادق في قمة جبل {أكينا} يومياً منذ 5 سنوات ونظراً لروتين العمل اليومي وتكرار القيادة علىنفس الطريق أتقن القيادة على جبل {أكينا} وأصبح يعرف كل كبيرة وصغيرة فيه وفيإحدى المرات بينما كان عائداً من الجبل قابل أحد أعضاء فريق {الشموس الحمراء} ويدعى {كيسكى} وهزمه شر هزيمة، من بعدها أصبح لــ {تاكومي }شأن كبير وغدا محط أنظار المتسابقين، من هنا تبدأ رحلته في السباقات حيثأصبح يأتيه المتسابقون من مكان فهل سيتمكن أحد من هزيمته ؟! الاسم باليابانية :頭文字 D Fifth Stage,14.0,2012.0,TV,"أكشن, سيارات, دراما, سينين, رياضي",https://animeslayer.space/wp-content/uploads/2021/01/21-6.jpg
INITIAL D FINAL STAGE,"بعد أن هزم فريق سباق الولاية، كلّ ما تبقى عليه المشاركه في السباق الأخير . تاكومي فوجيوارا لم يخسر سباقا من قبل، لكن عندما يستخدم خصمه سياره موديل 86, يتحول كل شيء إلى معركه . هل المشروع دي (سياره) ينجح في السباق النهائي والأكثر صعوبة ؟ الاسم باليابانية :頭文字 Final Stage",4.0,2014.0,TV,"سيارات, سينين, رياضي",https://animeslayer.space/wp-content/uploads/2021/01/20-6.jpg
INITIAL D FIRST STAGE,تدور قصة هذا الأنيمي حول شخص يُدعى [ تاكومي] وهو بطل هذا المسلسل لديهم في بيتهم محل لبيع وجبة خفيفه تُدعى ” التوفو ” ويقوم [تاكومي] في كُل صباح بتوصيل طلبات “التوفو”على طرُقات مدينتهم [ أكينا ] وعمل على هذا الوجه لمدة 5 سنوات حتى حفظ كُل جزءً في هذه الطرُقات ويوماً من الأيام رفقاءه الذين لديهم فريق لسباق الذين يمثلون مدينتهم احتاجو لمتسابق بديل فـبل مصادفه اصبح رفقيهم هذا البديل للمتسابق من دون علمهم انهُ لديه الخبره الكافيه في السباق بل انهم يعتقدون انه لا يفقه شيء في هذه الأمور فسيخوض ذاك السباقـ …. الأسماء البديلة :ID الاسم باليابانية :頭文字〈イニシャル〉D الاسم بالإنجليزية :Initial D First Stage,26.0,1998.0,TV,"أكشن, سيارات, دراما, سينين, رياضي",https://animeslayer.space/wp-content/uploads/2020/09/6801.jpg
INITIAL D FOURTH STAGE,[تاكاهاشي ريُوسكي] يعُد فريقً استطلاعي مميِّز و متكامل بجميع ما يحتاج متسابقيِّن الطرقات من لوازم هذا الفريق الأستطلاعي مخصص لسباق في مختلف المحافظات ويفتح أبوابه لتحدي كُل من يريد تحديه شريطة أن يكون التحدي خارج أراضي محافظة الفريق نفسه بمعنى يتحدى على أرض العدو أو على أي أرض آخر ففي هذا الموسم سنشاهد [تاكومي] منضمً مع [تاكاهاشي ريوسكي] في فريق واحد مستخدمً [ريوسكي] فكره العاليه واستراتيجياته وخبرته في دعم كُلاً من أخيه [تاكاهاشي كيسكي] و [تاومي] لـيحتكرون جميع المحافظات بلأنتصارات المتتاليه الأسماء البديلة :Initial D 4th Stage الاسم باليابانية :頭文字〈イニシャル〉D FOURTH STAGE,24.0,2004.0,TV,"رياضي, أكشن, دراما, سينين, سيارات",https://animeslayer.space/wp-content/uploads/2021/01/22-6.jpg
INITIAL D SECOND STAGE,تكملة لأحداث الموسم الأول حيث تدور قصة هذا الأنيمي حول شخص يُدعى [ تاكومي] وهو بطل هذا المسلسل لديهم في بيتهم محل لبيع وجبة خفيفه تُدعى ” التوفو ” ويقوم [تاكومي] في كُل صباح بتوصيل طلبات “التوفو”على طرُقات مدينتهم [ أكينا ] وعمل على هذا الوجه لمدة 5 سنوات حتى حفظ كُل جزءً في هذه الطرُقات ويوماً من الأيام رفقاءه الذين لديهم فريق لسباق الذين يمثلون مدينتهم احتاجو لمتسابق بديل فـبل مصادفه اصبح رفقيهم هذا البديل للمتسابق من دون علمهم انهُ لديه الخبره الكافيه في السباق بل انهم يعتقدون انه لا يفقه شيء في هذه الأمور فسيخوض ذاك السباقـ …. الاسم باليابانية :頭文字〈イニシャル〉D SECOND STAGE الاسم بالإنجليزية :Initial D Second Stage,13.0,1999.0,TV,"أكشن, سيارات, رياضي, دراما, سينين",https://animeslayer.space/wp-content/uploads/2020/10/12750.jpg
Inou-Battle wa Nichijou-kei no Naka de,القصة تتحدث عن 5 أعضاء من نادي الأدب (أو الفنون) و الذين استيقظوا و هم يحملون قوة استثنائية منذ نصف عام، على الرغم من أن الأعضاء توقعوا بأن يُرموا في عالم من معارك القوى الخارقة في مدرستهم إلا أنهم واصلوا روتينهم اليومي، لا منظمات سرية تسعى لتدمير العالم و لا حروب ذات قوى خارقة و لا شجعان أو ملوك شياطين. على كلٍ فالأعضاء يتطلعون إلى احتمال دخولهم في مغامرة واستمروا باعتقاد ذلك يوميًا و كانوا يقتربون بشدة إلى تلك الأيام الخيالية، تلك الأيام من الرومنسية الكوميدية و المعارك ذات القوى الخارقة قد بدأت!,12.0,2014.0,TV,"حريم, شريحة من الحياة, كوميدي, خارق للعادة, رومانسي, مدرسي",https://animeslayer.space/wp-content/uploads/2020/09/67047.jpg
Inu ni Nattara Suki na Hito ni Hirowareta.,قصة انمي Inu ni Nattara Suki na Hito ni Hirowareta. تتركز على بطل الرواية الذي يستيقظ فجأة ذات يوم ليكتشف أنه تحول إلى الكلب الأليف لزميلته الجميلة الجميلة “كارين إينوكاي“. بينما “كارين” باردة وليس لديها أي تعابير في المدرسة، في المنزل تحب كلبها الأليف وتعتني به كثيرا.,12.0,2022.0,TV,"كوميدي, إيتشي",https://animeslayer.space/wp-content/uploads/2023/01/132333.webp
INU TO HASAMI WA TSUKAIYOU,"هارومي كازوهيتو، فتى محب للكتب و معجب بالكاتبة ناتسونو كيريهمي فـي يوم ما يكتشف هارومي كازوهيتو ان كيريهمي جالسة في مقهى تكتب و هي على وشك ان تصاب بطلقة نار من لص فأنقذها و تلقى الطلقة بدلاً منها و مات لكنه عاد مرة اخرى على هيئة كلب الأسماء البديلة :InuHasa, Dog and Scissors الاسم باليابانية :犬とハサミは使いよう الاسم بالإنجليزية :Dog & Scissors",12.0,2013.0,TV,"كوميدي, خارق للعادة",https://animeslayer.space/wp-content/uploads/2021/01/27.jpg
Inu x Boku SS,تحدث أحداث الأنمي عن ” شيراكين – ريريتشيو ” و التي لديها عقدة من كونهـا غير قادرة على العيش بشكل مستقل بدون حراســة .. كما أنهـا تشعر بأنه عليهـا الأنتقال و العيش بمفردهـا وفقـا ً لشروط الإقامة في قصر ” أياكاشي كن “ في هذا القصر فقط من ينجح في المتحان الصارم يمكنه الإقامة فيه .. و يرافق كل مقيم في القصر عميل سري من القسم السري .. s.s و أثناء أقامة ” ريريتشيو ” في ذلك القصـر ستكتشف بأن العميل السري الموكل بحراستهـا هو في الحقيقة ” روح الثعلب ” الذي أنقذته من قبل . الأسماء البديلة :Youko x Boku SS الاسم باليابانية :妖狐×僕SS الاسم بالإنجليزية :Inu X Boku Secret Service,12.0,2012.0,TV,"كوميدي, رومانسي, شونين, خارق للعادة",https://animeslayer.space/wp-content/uploads/2021/01/44-13.jpg
Inu-Ou,ولد “اينو او” بخصائص جسدية فريدة، ويغطي البالغون المرعوبون كل شبر من جسده بالملابس، بما في ذلك قناع على وجهه. في أحد الأيام، يلتقي بصبي يدعى “تومونا”، عازف “بيوا” أعمى، وبينما يعزف “تومونا” أغنية المصير المتشابك اللطيفة، يكتشف “اينو او” قدرته المذهلة على الرقص. أصبح “اينو او” و“تومونا” شريكي عمل وصديقان لا ينفصلان، مستخدمين مواهبهم الإبداعية للبقاء على هوامش المجتمع، حيث تكتسبهم أغنية بعد أغنية سمعة أسوء، ولكن تدفعهم إلى النجومية. من خلال الأغاني، يفتن “اينو او” جمهوره على المسرح، ويبدأ تدريجياً في التحول إلى شخص يتمتع بجمال لا مثيل له. لكن لماذا “تومونا” أعمى؟ لماذا ولد “اينو او” بهذه الخصائص الفريدة؟ إنها قصة عن صداقة الثنائي اللذان يرقصان ويغنيان للوصول إلى الحقيقة وكسر لعنة بعضهما البعض.,1.0,2022.0,Movie,"فنتازيا, تاريخي, موسيقي",https://animeslayer.space/wp-content/uploads/2023/01/121461.webp
INUYASHA,"بدأت القصة عندما أصيبت كاغومي بلعنة أعادتها إلى اليابان القديمة أي قبل أربع مائة عام . كان اينوياشا أول من التقت به هناك لكنه في ذلك الوقت كان معلقا على الشجرة بواسطة سهم . لم تعرف كاغومي ماذا تفعل لكنها وجدت جوهرة سحرية داخل جسدها وكان مصدر قوة الجوهرة من روح القسيسة كيكيو المتوفاة . هذه الجوهرة هي أسطورة شيكون نو تاما ( بالنسخة الإنجليزية تسمى جوهرة الأرواح الأربعة ) لسوء الحظ اعتقد اينوياشا أن كاغومي هي القسيسة كيكيو التي احبها منذ خمسين سنة , والتي قامت بقتله أيضا ( قتلت كيكيو بواسطة أم أربع وأربعين عملاقة وكان ذلك بعد قتلها لاينوياشا ) أراد اينوياشا الحصول على الجوهرة لذا حاول قتل كاغومي . في الواقع لم تصدق كاغومي ان اينوياشا يحاول قتلها لكنها رأت ماذا فعل بقرية القسيسة كايدي من حريق ودمار وفي ذلك الوقت استطاعت كايدي أن تلقي تعويذة على قلادة من خرز وقامت برميها على اينوياشا واستقرت القلادة بعنقه ونجحت التعويذة في ترويض اينوياشا وكانت كاغومي هي الوحيدة التي تستطيع أن تملي على اينوياشا الأوامر لأنها تملك الجوهرة . بعد ذلك عادت كاغومي إلي بيتها ولم تصدق الذي رأته وأصبحت تذهب إلى هناك يوميا إلى أن علقت كاغومي في ذلك العالم ولم تستطع العودة بعد أن قام أحد الأشرار بسد الطريق المؤدي إلى اليابان الحديثة . الأسماء البديلة :Inu Yasha الاسم باليابانية :犬夜叉 الاسم بالإنجليزية :InuYasha الاسم بالعربية :انوياوشا - انيوشا",167.0,2000.0,TV,"أكشن, مغامرات, تاريخي, شياطين, خارق للعادة, سحر, رومانسي, فنتازيا, شونين",https://animeslayer.space/wp-content/uploads/2020/10/95329.jpg
INUYASHA: KANKETSU-HEN,"تكمله للاحداث الموسم الاول بدأت القصة عندما أصيبت كاغومي بلعنة أعادتها إلى اليابان القديمة أي قبل أربع مائة عام . كان اينوياشا أول من التقت به هناك لكنه في ذلك الوقت كان معلقا على الشجرة بواسطة سهم . لم تعرف كاغومي ماذا تفعل لكنها وجدت جوهرة سحرية داخل جسدها وكان مصدر قوة الجوهرة من روح القسيسة كيكيو المتوفاة . هذه الجوهرة هي أسطورة شيكون نو تاما ( بالنسخة الإنجليزية تسمى جوهرة الأرواح الأربعة ) لسوء الحظ اعتقد اينوياشا أن كاغومي هي القسيسة كيكيو التي احبها منذ خمسين سنة , والتي قامت بقتله أيضا ( قتلت كيكيو بواسطة أم أربع وأربعين عملاقة وكان ذلك بعد قتلها لاينوياشا ) أراد اينوياشا الحصول على الجوهرة لذا حاول قتل كاغومي . في الواقع لم تصدق كاغومي ان اينوياشا يحاول قتلها لكنها رأت ماذا فعل بقرية القسيسة كايدي من حريق ودمار وفي ذلك الوقت استطاعت كايدي أن تلقي تعويذة على قلادة من خرز وقامت برميها على اينوياشا واستقرت القلادة بعنقه ونجحت التعويذة في ترويض اينوياشا وكانت كاغومي هي الوحيدة التي تستطيع أن تملي على اينوياشا الأوامر لأنها تملك الجوهرة . بعد ذلك عادت كاغومي إلي بيتها ولم تصدق الذي رأته وأصبحت تذهب إلى هناك يوميا إلى أن علقت كاغومي في ذلك العالم ولم تستطع العودة بعد أن قام أحد الأشرار بسد الطريق المؤدي إلى اليابان الحديثة . الأسماء البديلة :Inu Yasha: Kanketsu-hen الاسم باليابانية :犬夜叉 完結編 الاسم بالإنجليزية :InuYasha: The Final Act الاسم بالعربية :انوياوشا : الحدث الأخير - انيوشا الموسم الثاني",26.0,2009.0,TV,"أكشن, مغامرات, كوميدي, شياطين, خيال علمي, سحر, رومانسي, شونين, خارق للعادة",https://animeslayer.space/wp-content/uploads/2021/01/13-5.jpg
Iron Man,"“Tony Stark” هو عالم فيزيائي , مهندس , والرئيس التنفيذي لاحد الشركات الكبرى المصنعة للاسلحة … لغرض ان يبقى بخير قرر صنع درع خاص به وقد اطلق عليه اسم “IRON MAN” من اجل حماية نفسه من الارهابيين ولذلك فقد قام بصنع الدرع ولكن حصلت فاجئة له حيث ادرك كان الدرع قوي للغاية ولهذا قرر ان يدافع عن العالم من اي خطر بهذا الدرع ولكن هناك منظمة غامضة تعرف باسم “Zodiac,” تريد الحصول على هذا الدرع لتحقيق اهدافها الشريرة الأسماء البديلة :Ironman الاسم باليابانية :アイアンマン الاسم بالإنجليزية :Iron Man",12.0,2010.0,TV,"أكشن, دراما, ميكا",https://animeslayer.space/wp-content/uploads/2021/01/46-14.jpg
IS: Infinite Stratos,"خترعت اليابان بدلة آليًّه مسلّحه تسمى بـ الستراتوس اللانهائي وهي بدلة متعددة الاستخدام و أصبحت الاتّجاه السّائد للأسلحة , ولكن هذه الاسلحه لا تستخدم الا من قبل النساء.ولك كان هناك استثناء بأن استطاع أوريمرا إتشيكا وهو فتى بالغ من العمر 15سنة إستطاع تشغيلها وإلتحق بمدرسة داخليه لتعليم الطيران على الستراتوس ولكن يفاجأ بأن كل زميلاته في المدرسه …فتيات الأسماء البديلة :IS الاسم باليابانية :IS 〈インフィニット・ストラトス〉 الاسم بالإنجليزية :Infinite Stratos",12.0,2011.0,TV,"أكشن, خيال علمي, دراما, كوميدي, حريم, ميكا",https://animeslayer.space/wp-content/uploads/2021/01/48-14.jpg
IS: Infinite Stratos 2,"تكمله للموسم الاول ... اخترعت اليابان بدلة آليًّه مسلّحه تسمى بـ الستراتوس اللانهائي وهي بدلة متعددة الاستخدام و أصبحت الاتّجاه السّائد للأسلحة , ولكن هذه الاسلحه لا تستخدم الا من قبل النساء.ولك كان هناك استثناء بأن استطاع أوريمرا إتشيكا وهو فتى بالغ من العمر 15سنة إستطاع تشغيلها وإلتحق بمدرسة داخليه لتعليم الطيران على الستراتوس ولكن يفاجأ بأن كل زميلاته في المدرسه …فتيات الاسم باليابانية :IS〈インフィニット・ストラトス〉2 الاسم بالإنجليزية :Infinite Stratos 2",12.0,2013.0,TV,"أكشن, خيال علمي, ميكا, حريم, كوميدي",https://animeslayer.space/wp-content/uploads/2021/01/47-15.jpg
Isekai Cheat Magician,قصة انمي Isekai Cheat Magician تدور حول تايشي نيشيمورا وصديقته رين اللذان يتم نقلهما إلى عالم آخر، في عالمهم الأصل كان تايشي مجرد شخص عادي لديه ردود فعل جيدة، لكن في العالم الذي نقل إليه مع صديقته أصبحا شخصين خارقين بقوى بدنية وسحرية هائلة.,12.0,2019.0,TV,"أكشن, مغامرات, فنتازيا",https://animeslayer.space/wp-content/uploads/2020/09/Isekai-Cheat-Magician.png
Isekai Cheat Magician: Yoiboshi no Matsuri to Majutsushi,حلقة خاصة مكملة لأحداث الانمي.,1.0,2021.0,Special,"أكشن, مغامرات, خيال علمي",https://animeslayer.space/wp-content/uploads/2021/07/Isekai-Cheat-Magician-Yoiboshi-no-Matsuri-to-Majutsushi-725x1024-1.jpg
Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω | الملك الشيطان من العالم الأخر وسحر الإستعباد للفتيات المستدعيات الموسم الثاني,تكملة لأحداث الموسم السابق.,10.0,2021.0,TV,"حريم, كوميدي, سحر, إيتشي, خيال علمي",https://animeslayer.space/wp-content/uploads/2021/04/Isekai-Maou-to-Shoukan-Shoujo-no-Dorei-Majutsu-%CE%A9-721x1024-1.jpg
Isekai Meikyuu de Harem wo,"قصة انمي Isekai Meikyuu de Harem wo تدور حول طالب المدرسة الثانوية ميتشيو كاغا. يتجول بلا هدف في الحياة والإنترنت ، يجد نفسه منقولا من موقع ويب مظلل إلى عالم خيالي - ولد من جديد كرجل قوي يمكنه استخدام قوى ""الغش"". يستخدم صلاحياته ليصبح مغامرًا ، ويكسب المال ، ويحق له مطالبة فتيات يتمتعن بجمال على مستوى الآيدولز لتكوين حريمه الخاص.",12.0,2022.0,TV,"أكشن, مغامرات, فنتازيا, رومانسي, إيتشي",https://animeslayer.space/wp-content/uploads/2022/07/121831-1.webp
Isekai Nonbiri Nouka,قصة انمي Isekai Nonbiri Nouka تدور بعد وفاة “هيراكو” بسبب مرض خطير، يعيده الإله إلى الحياة، ويعيد له صحته وشبابه، ويرسله إلى عالم خيالي من اختياره. من أجل الاستمتاع بفرصته الثانية، الإله يعطيه أداة الزراعة الإلهية!,12.0,2023.0,TV,"حريم, فنتازيا",https://animeslayer.space/wp-content/uploads/2023/01/Ashampoo_Snap_2023.01.07_01h23m57s_004_.webp
Isekai Ojisan,قبل سبعة عشر عامًا دخل عم تاكافومي في غيبوبة لكن الآن قد عاد كرجل قام من قبره سرعان ما اكتشف تاكافومي شيئين غريبين أن عمه الآن يقدّر ألعاب الفيديو قبل كل شيء وأنه عندما كان في غيبوبة تم نقله بالفعل إلى عالم آخر كبطل حامي الآن لا يقتصر الأمر على تاكافومي بالبقاء في نفس الغرفة مع عمه الساحر بالمعنى الحرفي للكلمة بل عليه أيضًا اللحاق بالرجل المتأخر بعقدين من التاريخ.,,2022.0,TV,"كوميدي, فنتازيا",https://animeslayer.space/wp-content/uploads/2022/07/124347-1.webp
